Attrition,age,BusinessTravel,Department,gender,JobSatisfaction,monthlyincome,overtime,Age_Band
No,39,Travel_Rarely,Research & Development,Male,4,4108,No,Experienced(30-50)
No,38,Travel_Rarely,Research & Development,Female,3,13206,No,Experienced(30-50)
No,32,Travel_Rarely,Sales,Female,4,10422,No,Experienced(30-50)
No,37,Travel_Rarely,Research & Development,Female,4,13744,Yes,Experienced(30-50)
No,25,Travel_Rarely,Sales,Female,3,4907,Yes,Rookie(below 30)
No,52,Non-Travel,Sales,Male,4,3482,No,Senior(50-60)
No,44,Travel_Rarely,Research & Development,Male,4,2436,Yes,Experienced(30-50)
No,21,Travel_Rarely,Sales,Male,1,2380,Yes,Rookie(below 30)
No,39,Non-Travel,Research & Development,Male,4,19431,No,Experienced(30-50)
Yes,23,Travel_Frequently,Sales,Male,1,1790,No,Rookie(below 30)
No,36,Travel_Rarely,Sales,Female,4,7644,No,Experienced(30-50)
No,36,Travel_Frequently,Research & Development,Female,2,5131,No,Experienced(30-50)
No,56,Non-Travel,Research & Development,Male,3,6306,No,Senior(50-60)
Yes,29,Travel_Rarely,Research & Development,Male,4,4787,Yes,Rookie(below 30)
No,42,Travel_Rarely,Research & Development,Male,3,18880,No,Experienced(30-50)
Yes,56,Travel_Rarely,Research & Development,Male,3,2339,No,Senior(50-60)
No,41,Travel_Rarely,Research & Development,Female,2,13570,No,Experienced(30-50)
No,34,Travel_Rarely,Sales,Female,3,6712,No,Experienced(30-50)
No,36,Non-Travel,Sales,Male,4,5406,No,Experienced(30-50)
No,41,Travel_Rarely,Sales,Male,2,8938,No,Experienced(30-50)
No,32,Travel_Rarely,Research & Development,Male,1,2439,No,Experienced(30-50)
No,35,Travel_Rarely,Human Resources,Female,4,8837,Yes,Experienced(30-50)
No,38,Travel_Rarely,Sales,Female,4,5343,No,Experienced(30-50)
Yes,50,Travel_Frequently,Sales,Male,3,6728,No,Experienced(30-50)
No,36,Travel_Rarely,Sales,Female,4,6652,No,Experienced(30-50)
No,45,Travel_Rarely,Sales,Female,3,4850,No,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Male,3,2809,No,Experienced(30-50)
No,35,Travel_Frequently,Research & Development,Male,3,5689,Yes,Experienced(30-50)
No,40,Travel_Rarely,Research & Development,Female,3,2001,No,Experienced(30-50)
No,35,Travel_Rarely,Research & Development,Female,4,2977,No,Experienced(30-50)
No,29,Travel_Rarely,Research & Development,Male,2,4025,Yes,Rookie(below 30)
No,29,Travel_Rarely,Research & Development,Female,1,3785,No,Rookie(below 30)
Yes,50,Travel_Rarely,Sales,Male,1,10854,Yes,Experienced(30-50)
No,39,Travel_Rarely,Sales,Female,4,12031,No,Experienced(30-50)
No,31,Non-Travel,Research & Development,Male,1,9936,No,Experienced(30-50)
No,26,Travel_Rarely,Sales,Female,3,2966,No,Rookie(below 30)
No,36,Travel_Frequently,Research & Development,Male,4,2571,No,Experienced(30-50)
No,39,Travel_Rarely,Research & Development,Male,1,9991,No,Experienced(30-50)
No,27,Travel_Rarely,Research & Development,Male,2,6142,Yes,Rookie(below 30)
No,49,Travel_Frequently,Sales,Male,2,5390,No,Experienced(30-50)
No,34,Travel_Rarely,Research & Development,Male,3,4404,No,Experienced(30-50)
